AFS PO Number,AFS Line,Plant,Division,Line,Product Group,Vendor Name,Material,PO_Create_Date,NDC_Date,Planned_Ship_Date,Actual_Ship_Date,Transit_Mode,Transit_Time_Days,Expected_Arrival_Date,Reason_Code,Units,Late
PO000455,5,1002,2,Mainline,APP,BlueOcean Textiles,MAT00020,2025-06-01,2025-07-28,2025-06-08,2025-06-23,Sea,37,2025-07-30,Material_Delay,1398,Yes
PO000456,3,3001,1,Outlet,RTW,Falcon Garments,MAT00053,2025-05-04,2025-07-08,2025-05-22,2025-05-22,Sea,43,2025-07-04,Internal_Delay,963,No
PO000457,6,1002,1,Mainline,RTW,BlueOcean Textiles,MAT00054,2025-05-26,2025-09-17,2025-07-29,2025-08-05,Air,8,2025-08-13,Internal_Delay,563,No
PO000458,4,3001,1,Mainline,SHO,Falcon Garments,MAT00103,2025-05-20,2025-06-20,2025-05-03,2025-05-12,Truck,8,2025-05-20,Factory_Delay,1461,No
PO000459,4,2002,1,Mainline,ACC,EverGreen Fabrics,MAT00005,2025-05-17,2025-07-17,2025-06-06,2025-06-13,Truck,15,2025-06-28,Uncontrollable,1102,No
PO000460,5,1002,2,Mainline,SHO,BlueOcean Textiles,MAT00029,2025-05-15,2025-06-17,2025-04-29,2025-05-22,Sea,41,2025-07-02,Material_Delay,769,Yes
PO000461,3,3001,2,Outlet,SHO,Falcon Garments,MAT00064,2025-05-18,2025-08-13,2025-06-27,2025-07-03,Air,8,2025-07-11,Internal_Delay,569,No
PO000462,4,1002,2,Mainline,RTW,BlueOcean Textiles,MAT00009,2025-06-01,2025-08-02,2025-06-15,2025-06-16,Sea,37,2025-07-23,Factory_Delay,523,No
PO000463,1,2002,1,Mainline,ACC,EverGreen Fabrics,MAT00046,2025-05-04,2025-06-27,2025-05-10,2025-05-16,Sea,50,2025-07-05,Factory_Delay,80,Yes
PO000464,4,1002,1,Mainline,RTW,BlueOcean Textiles,MAT00058,2025-05-10,2025-08-03,2025-06-24,2025-07-02,Truck,13,2025-07-15,Material_Delay,935,No
PO000465,7,1003,2,Mainline,RTW,Crimson Stitch Co,MAT00070,2025-05-12,2025-08-15,2025-07-06,2025-07-07,Sea,48,2025-08-24,Transport_Disruption,605,Yes
PO000466,6,2002,1,Mainline,RTW,EverGreen Fabrics,MAT00030,2025-05-08,2025-08-02,2025-06-21,2025-06-27,Truck,9,2025-07-06,Factory_Delay,822,No
PO000467,3,1003,1,Mainline,SHO,Crimson Stitch Co,MAT00027,2025-05-19,2025-08-06,2025-06-26,2025-06-28,Truck,7,2025-07-05,Internal_Delay,416,No
PO000468,7,1002,1,Mainline,SHO,BlueOcean Textiles,MAT00092,2025-05-05,2025-07-22,2025-06-11,2025-06-18,Truck,7,2025-06-25,Transport_Disruption,840,No
PO000469,1,1003,2,Mainline,SHO,Crimson Stitch Co,MAT00016,2025-05-13,2025-07-20,2025-05-31,2025-06-26,Air,5,2025-07-01,Material_Delay,727,No
PO000470,2,1002,1,Mainline,SHO,BlueOcean Textiles,MAT00017,2025-05-29,2025-08-24,2025-07-10,2025-07-12,Sea,44,2025-08-25,Internal_Delay,1172,Yes
PO000471,6,3001,2,Mainline,SHO,Falcon Garments,MAT00089,2025-05-13,2025-09-04,2025-07-24,2025-07-30,Sea,43,2025-09-11,Factory_Delay,830,Yes
PO000472,2,1003,2,Mainline,ACC,Crimson Stitch Co,MAT00106,2025-05-06,2025-07-22,2025-06-02,2025-06-07,Sea,43,2025-07-20,Transport_Disruption,1445,No
PO000473,4,2002,2,Mainline,APP,EverGreen Fabrics,MAT00069,2025-05-01,2025-08-29,2025-07-11,2025-07-16,Sea,42,2025-08-27,Factory_Delay,1172,No
PO000474,6,2001,2,Outlet,RTW,Delta Footwear,MAT00035,2025-05-15,2025-08-12,2025-07-02,2025-07-14,Sea,35,2025-08-18,Uncontrollable,1265,Yes
PO000475,3,1002,1,Outlet,ACC,BlueOcean Textiles,MAT00104,2025-05-26,2025-07-23,2025-06-05,2025-06-12,Truck,12,2025-06-24,Transport_Disruption,1222,No
PO000476,1,1001,1,Outlet,APP,Alpha Apparel Ltd,MAT00100,2025-05-28,2025-08-10,2025-06-21,2025-06-24,Sea,38,2025-08-01,Uncontrollable,948,No
PO000477,4,2001,1,Mainline,RTW,Delta Footwear,MAT00009,2025-05-21,2025-06-30,2025-05-15,2025-05-23,Sea,48,2025-07-10,Factory_Delay,1247,Yes
PO000478,5,1003,2,Mainline,HBG,Crimson Stitch Co,MAT00002,2025-05-27,2025-06-27,2025-05-14,2025-05-15,Sea,38,2025-06-22,Transport_Disruption,990,No
PO000479,5,2002,2,Outlet,APP,EverGreen Fabrics,MAT00025,2025-05-02,2025-07-02,2025-05-22,2025-06-03,Sea,47,2025-07-20,Material_Delay,964,Yes
PO000480,4,1001,1,Mainline,RTW,Alpha Apparel Ltd,MAT00098,2025-05-22,2025-09-05,2025-07-25,2025-07-26,Truck,11,2025-08-06,Internal_Delay,517,No
PO000481,7,2002,1,Outlet,SHO,EverGreen Fabrics,MAT00084,2025-05-16,2025-08-29,2025-07-19,2025-07-24,Sea,36,2025-08-29,Internal_Delay,520,No
PO000482,2,2002,2,Outlet,APP,EverGreen Fabrics,MAT00063,2025-05-05,2025-08-28,2025-07-17,2025-07-19,Truck,8,2025-07-27,Internal_Delay,565,No
PO000483,2,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00082,2025-05-29,2025-07-20,2025-06-04,2025-06-18,Air,4,2025-06-22,Factory_Delay,1052,No
PO000484,1,1002,1,Mainline,ACC,BlueOcean Textiles,MAT00053,2025-05-13,2025-09-01,2025-07-19,2025-07-29,Sea,42,2025-09-09,Material_Delay,1146,Yes
PO000485,1,2002,2,Outlet,ACC,EverGreen Fabrics,MAT00101,2025-06-03,2025-09-24,2025-08-13,2025-08-16,Sea,49,2025-10-04,Factory_Delay,641,Yes
PO000486,7,1003,1,Mainline,APP,Crimson Stitch Co,MAT00035,2025-05-21,2025-08-08,2025-06-29,2025-07-05,Sea,43,2025-08-17,Material_Delay,1207,Yes
PO000487,3,2001,2,Mainline,RTW,Delta Footwear,MAT00061,2025-05-03,2025-08-24,2025-07-10,2025-07-18,Air,8,2025-07-26,Factory_Delay,1099,No
PO000488,1,3001,1,Mainline,SHO,Falcon Garments,MAT00031,2025-05-24,2025-08-20,2025-07-10,2025-07-18,Sea,38,2025-08-25,Factory_Delay,817,Yes
PO000489,2,2002,1,Outlet,ACC,EverGreen Fabrics,MAT00032,2025-05-18,2025-07-04,2025-05-19,2025-05-28,Sea,39,2025-07-06,Transport_Disruption,909,Yes
PO000490,3,1003,2,Outlet,APP,Crimson Stitch Co,MAT00094,2025-05-23,2025-07-10,2025-05-31,2025-06-02,Truck,8,2025-06-10,Material_Delay,1437,No
PO000491,2,2001,1,Mainline,SHO,Delta Footwear,MAT00038,2025-05-23,2025-08-19,2025-07-09,2025-07-21,Truck,11,2025-08-01,Material_Delay,1347,No
PO000492,7,3001,1,Mainline,ACC,Falcon Garments,MAT00009,2025-05-11,2025-08-11,2025-06-24,2025-07-01,Sea,46,2025-08-16,Factory_Delay,124,Yes
PO000493,7,1001,2,Outlet,ACC,Alpha Apparel Ltd,MAT00048,2025-05-22,2025-07-11,2025-05-25,2025-05-30,Sea,48,2025-07-17,Material_Delay,570,Yes
PO000494,1,1003,1,Mainline,SHO,Crimson Stitch Co,MAT00097,2025-05-08,2025-08-26,2025-07-17,2025-07-18,Truck,9,2025-07-27,Factory_Delay,445,No
PO000495,4,2001,1,Mainline,RTW,Delta Footwear,MAT00081,2025-06-01,2025-07-07,2025-05-18,2025-05-22,Sea,42,2025-07-03,Factory_Delay,278,No
PO000496,6,1002,2,Mainline,HBG,BlueOcean Textiles,MAT00018,2025-05-12,2025-08-06,2025-06-27,2025-07-03,Truck,13,2025-07-16,Factory_Delay,795,No
PO000497,3,2001,2,Mainline,SHO,Delta Footwear,MAT00078,2025-05-18,2025-07-10,2025-05-28,2025-06-05,Sea,39,2025-07-14,Material_Delay,1042,Yes
PO000498,1,1002,1,Mainline,SHO,BlueOcean Textiles,MAT00057,2025-06-03,2025-07-09,2025-05-27,2025-05-30,Sea,46,2025-07-15,Factory_Delay,102,Yes
PO000499,2,3001,2,Outlet,HBG,Falcon Garments,MAT00007,2025-05-28,2025-09-03,2025-07-17,2025-07-28,Sea,46,2025-09-12,Material_Delay,921,Yes
PO000500,3,2002,1,Mainline,ACC,EverGreen Fabrics,MAT00058,2025-05-09,2025-07-25,2025-06-07,2025-06-12,Sea,44,2025-07-26,Transport_Disruption,842,Yes
PO000501,4,3001,1,Mainline,ACC,Falcon Garments,MAT00104,2025-05-10,2025-08-10,2025-06-24,2025-07-13,Truck,7,2025-07-20,Material_Delay,801,No
PO000502,2,1003,2,Mainline,HBG,Crimson Stitch Co,MAT00082,2025-05-11,2025-07-27,2025-06-08,2025-06-21,Truck,14,2025-07-05,Factory_Delay,1294,No
PO000503,3,3001,1,Mainline,RTW,Falcon Garments,MAT00097,2025-05-10,2025-08-02,2025-06-20,2025-07-03,Sea,42,2025-08-14,Factory_Delay,798,Yes
PO000504,3,1003,1,Mainline,RTW,Crimson Stitch Co,MAT00017,2025-05-08,2025-08-02,2025-06-22,2025-06-29,Sea,37,2025-08-05,Material_Delay,1272,Yes
PO000505,7,2002,2,Mainline,ACC,EverGreen Fabrics,MAT00062,2025-05-24,2025-08-07,2025-06-23,2025-06-24,Truck,12,2025-07-06,Internal_Delay,1209,No
PO000506,6,2002,1,Mainline,APP,EverGreen Fabrics,MAT00017,2025-06-02,2025-08-17,2025-07-01,2025-07-01,Sea,35,2025-08-05,Transport_Disruption,493,No
PO000507,1,2002,1,Mainline,RTW,EverGreen Fabrics,MAT00010,2025-05-06,2025-06-17,2025-04-28,2025-04-28,Sea,43,2025-06-10,Factory_Delay,244,No
PO000508,3,2001,2,Mainline,HBG,Delta Footwear,MAT00011,2025-05-26,2025-09-10,2025-07-28,2025-07-28,Sea,40,2025-09-06,Factory_Delay,949,No
PO000509,5,3001,1,Mainline,APP,Falcon Garments,MAT00031,2025-05-23,2025-08-28,2025-07-12,2025-07-27,Sea,46,2025-09-11,Factory_Delay,1080,Yes
PO000510,3,1002,1,Mainline,HBG,BlueOcean Textiles,MAT00105,2025-06-03,2025-09-17,2025-08-04,2025-08-15,Truck,7,2025-08-22,Factory_Delay,179,No
PO000511,5,2002,1,Outlet,HBG,EverGreen Fabrics,MAT00020,2025-05-12,2025-08-22,2025-07-09,2025-07-23,Sea,43,2025-09-04,Uncontrollable,1444,Yes
PO000512,3,3001,1,Outlet,RTW,Falcon Garments,MAT00086,2025-05-08,2025-08-26,2025-07-10,2025-07-16,Sea,44,2025-08-29,Internal_Delay,1277,Yes
PO000513,6,3001,2,Mainline,APP,Falcon Garments,MAT00106,2025-05-29,2025-07-17,2025-05-28,2025-06-01,Sea,47,2025-07-18,Transport_Disruption,666,Yes
PO000514,4,1002,1,Mainline,HBG,BlueOcean Textiles,MAT00079,2025-05-09,2025-07-16,2025-06-05,2025-06-09,Truck,13,2025-06-22,Internal_Delay,451,No
PO000515,7,3001,2,Mainline,ACC,Falcon Garments,MAT00098,2025-05-05,2025-08-24,2025-07-12,2025-07-12,Truck,14,2025-07-26,Internal_Delay,893,No
PO000516,5,2001,1,Mainline,HBG,Delta Footwear,MAT00058,2025-05-29,2025-09-15,2025-08-01,2025-08-08,Sea,45,2025-09-22,Factory_Delay,837,Yes
PO000517,3,3001,1,Mainline,ACC,Falcon Garments,MAT00104,2025-06-02,2025-08-01,2025-06-22,2025-06-22,Air,4,2025-06-26,Transport_Disruption,750,No
PO000518,3,1003,1,Mainline,APP,Crimson Stitch Co,MAT00108,2025-05-30,2025-07-15,2025-06-05,2025-06-09,Truck,8,2025-06-17,Factory_Delay,94,No
PO000519,4,1003,1,Outlet,APP,Crimson Stitch Co,MAT00063,2025-05-23,2025-07-23,2025-06-12,2025-06-23,Sea,38,2025-07-31,Material_Delay,406,Yes
PO000520,1,3001,2,Outlet,ACC,Falcon Garments,MAT00082,2025-05-19,2025-08-03,2025-06-19,2025-07-04,Sea,38,2025-08-11,Factory_Delay,993,Yes
